##NAMES=Abhurite
##RRUFFID=R060227
##IDEAL CHEMISTRY=Sn^2+^_21_O_6_(OH)_14_Cl_16_
##LOCALITY=Wreck of the SS Cheerful, 14 miles NNW of St. Ives, Cornwall, England
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Aggregate of tan colored platy crystals
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R060227
##MEASURED CHEMISTRY=Sn^2+^_21.00_Cl_16.00_(OH)_14.00_O_6_ ; (OH) estimated by difference
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##CELL PARAMETERS=a: 9.981 b: 9.981 c: 43.84 alpha: 90 beta: 90 gamma: 120 volume: 3782 crystal system: hexagonal
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=780

82.56664, 4436.746
84.49510, 4926.031
86.42357, 5430.210
88.35204, 5954.323
90.28050, 6442.952
92.20897, 6482.648
94.13744, 6454.751
96.06590, 6396.225
97.99437, 6312.889
99.92284, 6224.113
101.8513, 6116.985
103.7798, 6021.523
105.7082, 5980.192
107.6367, 6000.548
109.5652, 6021.854
111.4936, 6090.183
113.4221, 6094.913
115.3506, 5963.271
117.2790, 5737.839
119.2075, 5472.276
121.1360, 5134.625
123.0644, 4846.397
124.9929, 4609.178
126.9214, 4415.206
128.8498, 4272.157
130.7783, 4165.723
132.7068, 4078.235
134.6352, 4010.789
136.5637, 3959.044
138.4922, 3941.090
140.4206, 3915.267
142.3491, 3878.884
144.2776, 3817.051
146.2060, 3704.475
148.1345, 3528.479
150.0630, 3339.069
151.9914, 3112.436
153.9199, 2906.529
155.8484, 2729.874
157.7768, 2594.439
159.7053, 2516.482
161.6338, 2500.133
163.5622, 2524.180
165.4907, 2597.319
167.4192, 2688.197
169.3476, 2806.743
171.2761, 2923.057
173.2046, 3014.589
175.1330, 3081.188
177.0615, 3122.875
178.9900, 3133.371
180.9184, 3140.025
182.8469, 3133.696
184.7754, 3143.831
186.7038, 3182.852
188.6323, 3252.123
190.5608, 3361.305
192.4892, 3511.113
194.4177, 3694.352
196.3462, 3934.063
198.2746, 4172.090
200.2031, 4423.632
202.1316, 4640.208
204.0600, 4733.723
205.9885, 4699.342
207.9170, 4533.556
209.8454, 4194.202
211.7739, 3808.305
213.7024, 3381.616
215.6308, 2969.448
217.5593, 2621.470
219.4878, 2341.586
221.4162, 2125.743
223.3447, 1981.167
225.2732, 1868.987
227.2016, 1788.314
229.1301, 1727.719
231.0586, 1685.290
232.9870, 1658.723
234.9155, 1641.750
236.8440, 1633.407
238.7724, 1639.444
240.7009, 1663.997
242.6294, 1698.675
244.5578, 1746.248
246.4863, 1797.298
248.4148, 1847.746
250.3432, 1893.577
252.2717, 1916.929
254.2002, 1921.038
256.1286, 1886.146
258.0571, 1793.142
259.9856, 1676.792
261.9140, 1542.548
263.8425, 1400.329
265.7710, 1267.188
267.6994, 1142.857
269.6279, 1033.176
271.5564, 940.5013
273.4848, 861.4757
275.4133, 797.5389
277.3418, 744.0057
279.2702, 698.3132
281.1987, 659.9459
283.1272, 627.6510
285.0556, 602.0024
286.9841, 579.3793
288.9126, 559.1016
290.8410, 541.8822
292.7695, 527.9145
294.6980, 517.1835
296.6264, 510.0738
298.5549, 506.1609
300.4834, 504.2086
302.4118, 504.6130
304.3403, 505.7392
306.2688, 506.7180
308.1972, 509.1621
310.1257, 513.7097
312.0542, 520.0956
313.9826, 527.9779
315.9111, 537.3021
317.8396, 547.5614
319.7680, 558.3636
321.6965, 570.9405
323.6250, 586.3630
325.5534, 602.4175
327.4819, 618.5301
329.4103, 634.4479
331.3388, 649.9730
333.2673, 665.1707
335.1957, 678.5638
337.1242, 689.5670
339.0527, 699.5469
340.9811, 707.7797
342.9096, 715.8162
344.8381, 724.4503
346.7665, 733.5691
348.6950, 743.2510
350.6235, 753.4843
352.5519, 762.5460
354.4804, 771.5454
356.4089, 777.2977
358.3373, 780.1438
360.2658, 778.6265
362.1943, 771.6571
364.1227, 759.9086
366.0512, 743.1685
367.9797, 721.6194
