##NAMES=Abelsonite
##RRUFFID=R070007
##IDEAL CHEMISTRY=NiC_31_H_32_N_4_
##LOCALITY=Green River Formation, Utah, USA
##OWNER=RRUFF
##SOURCE=Geophysical Laboratory, Carnegie Institution of Washington
##DESCRIPTION=Purple platy crystals embedded in drill core
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R070007
##MEASURED CHEMISTRY=(Ni_0.92_Fe^2+^_0.05_Cr_0.02_)C_31_H_32_N_4_ ; C, H and N not measured but estimated by stoichiometry
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated for Cu radiation
##CELL PARAMETERS=a: 8.5 b: 11.2 c: 7.26 alpha: 91.21 beta: 113.61 gamma: 79.73 volume: 622 crystal system: triclinic
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=532

175.0032, 4434.013
176.9317, 4464.471
178.8601, 4508.786
180.7886, 4587.709
182.7171, 4659.256
184.6455, 4705.039
186.5740, 4727.510
188.5025, 4759.603
190.4309, 4816.004
192.3594, 4880.960
194.2879, 4933.048
196.2163, 4971.668
198.1448, 5000.027
200.0733, 5016.268
202.0017, 5017.087
203.9302, 5027.395
205.8587, 5055.084
207.7871, 5088.089
209.7156, 5112.631
211.6441, 5127.084
213.5726, 5137.349
215.5010, 5145.543
217.4295, 5149.059
219.3580, 5151.471
221.2864, 5149.170
223.2149, 5148.275
225.1434, 5153.314
227.0718, 5171.389
229.0003, 5187.741
230.9288, 5195.132
232.8572, 5193.952
234.7857, 5203.059
236.7142, 5240.905
238.6426, 5283.491
240.5711, 5307.176
242.4996, 5282.429
244.4280, 5268.215
246.3565, 5282.618
248.2850, 5320.122
250.2134, 5351.076
252.1419, 5365.372
254.0704, 5375.111
255.9988, 5390.054
257.9273, 5412.359
259.8557, 5434.713
261.7842, 5456.928
263.7127, 5478.145
265.6411, 5493.906
267.5696, 5498.614
269.4981, 5502.327
271.4265, 5513.899
273.3550, 5537.156
275.2835, 5552.203
277.2119, 5547.243
279.1404, 5527.353
281.0689, 5521.505
282.9973, 5540.753
284.9258, 5563.373
286.8543, 5579.722
288.7827, 5588.578
290.7112, 5596.530
292.6397, 5605.131
294.5681, 5613.506
296.4966, 5619.818
298.4251, 5621.479
300.3535, 5625.213
302.2820, 5632.903
304.2105, 5644.857
306.1389, 5660.721
308.0674, 5684.257
309.9959, 5709.706
311.9243, 5730.428
313.8528, 5743.120
315.7813, 5757.442
317.7097, 5777.541
319.6382, 5802.995
321.5667, 5824.949
323.4951, 5836.334
325.4236, 5850.521
327.3521, 5875.493
329.2805, 5921.310
331.2090, 5955.105
333.1375, 5964.096
335.0660, 5958.642
336.9944, 5966.655
338.9229, 5999.088
340.8514, 6030.275
342.7798, 6049.996
344.7083, 6053.533
346.6368, 6056.141
348.5652, 6054.667
350.4937, 6054.175
352.4222, 6059.972
354.3506, 6082.969
356.2791, 6091.712
358.2076, 6072.210
360.1360, 6021.534
362.0645, 5982.431
363.9930, 5963.741
365.9214, 5952.756
367.8499, 5937.752
369.7784, 5916.513
371.7068, 5892.463
373.6353, 5867.996
375.5638, 5844.500
377.4922, 5819.936
379.4207, 5796.394
381.3492, 5765.918
383.2776, 5726.714
385.2061, 5677.990
387.1346, 5637.361
389.0630, 5600.021
390.9915, 5564.526
392.9200, 5541.889
394.8484, 5536.986
396.7769, 5529.850
398.7054, 5513.429
400.6339, 5492.642
402.5623, 5478.016
404.4908, 5472.826
406.4193, 5465.034
408.3477, 5453.674
410.2762, 5440.145
412.2047, 5428.526
414.1331, 5414.075
416.0616, 5396.881
417.9901, 5386.313
419.9185, 5383.123
421.8470, 5392.441
423.7755, 5419.549
425.7039, 5457.421
427.6324, 5474.378
429.5609, 5445.438
431.4893, 5421.760
433.4178, 5432.687
435.3463, 5474.437
437.2747, 5502.414
439.2032, 5502.190
441.1317, 5492.960
443.0601, 5487.059
444.9886, 5483.334
446.9171, 5482.375
448.8455, 5484.531
450.7740, 5488.904
452.7025, 5496.142
454.6309, 5510.638
456.5594, 5526.097
458.4879, 5540.436
460.4163, 5553.340
462.3448, 5566.002
464.2733, 5582.685
466.2017, 5598.371
468.1302, 5606.247
470.0587, 5591.140
471.9871, 5591.178
473.9156, 5614.569
475.8441, 5651.980
477.7725, 5688.412
479.7010, 5727.797
481.6295, 5763.566
483.5579, 5794.774
485.4864, 5821.729
487.4149, 5846.551
489.3433, 5859.116
491.2718, 5877.464
493.2003, 5909.189
495.1287, 5953.889
497.0572, 5987.816
498.9857, 6015.687
500.9141, 6036.451
502.8426, 6047.976
504.7711, 6049.025
506.6995, 6051.085
508.6280, 6049.648
510.5565, 6046.973
512.4849, 6052.317
514.4134, 6080.697
516.3419, 6097.574
518.2703, 6092.191
520.1988, 6066.354
522.1273, 6038.197
524.0557, 6008.386
525.9842, 5983.443
527.9127, 5966.357
529.8411, 5961.506
531.7696, 5951.908
533.6981, 5928.690
535.6265, 5898.720
537.5550, 5874.339
539.4835, 5865.138
541.4119, 5865.833
543.3404, 5862.533
545.2689, 5856.711
547.1973, 5868.446
549.1258, 5922.256
551.0543, 5963.221
552.9827, 5969.248
554.9112, 5952.615
556.8397, 5951.133
558.7681, 5963.109
560.6966, 5970.177
562.6251, 5964.303
564.5535, 5957.388
566.4820, 5972.498
568.4105, 6008.389
570.3389, 6036.394
572.2674, 6038.876
574.1959, 6021.745
576.1243, 6023.376
578.0528, 6050.453
579.9813, 6082.957
581.9097, 6093.686
583.8382, 6076.549
585.7667, 6065.839
587.6951, 6078.110
589.6236, 6111.169
591.5521, 6146.998
593.4805, 6178.401
595.4090, 6202.161
597.3375, 6216.827
599.2659, 6230.260
601.1944, 6241.757
603.1229, 6241.719
605.0513, 6246.110
606.9798, 6265.100
608.9083, 6301.975
610.8367, 6329.585
612.7652, 6344.717
614.6937, 6360.825
616.6221, 6388.738
618.5506, 6423.651
620.4791, 6454.785
622.4075, 6478.662
