##NAMES=Abellaite
##RRUFFID=R250095
##IDEAL CHEMISTRY=NaPb_2_(CO_3_)_2_(OH)
##LOCALITY=Eureka mine, Lleida province, Catalonia, Spain
##OWNER=Natural History Museum of Barcelona
##SOURCE=Jordi Ibáñez-Insa
##DESCRIPTION=Aggregates of subhedral and pseudohexagonal colorless to white platelets.  Type sample, described in Ibáñez-Insa et al (2017)
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R250095
##MEASURED CHEMISTRY=Na_0.96_Ca_0.04_Pb_1.98_(CO_3_)_2_(OH)
##DIFFRACTION SAMPLE DESCRIPTION=Powder, profile is calculated
##CELL PARAMETERS=a: 5.254 b: 5.254 c: 13.45 alpha: 90 beta: 90 gamma: 120 volume: 321.5 crystal system: hexagonal
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=532

#Raman spectrum of abellaite directly obtained from dense aggregates of abellaite microcrystals on as collected specimens.
#Horiba Jobin-Yvon LabRam (532 nm); long-working distance 50x objective
#Authors: Jordi Ibáñez-Insa (GEO3BCN-CSIC) and Sergi Hernández (University of Barcelona).
50	128.249
50.39	148.677
50.7801	166.324
51.1701	178.976
51.5602	186.215
51.9502	186.834
52.3403	181.524
52.7303	171.502
53.1204	157.947
53.5104	144.162
53.9005	130.743
54.2905	118.424
54.6806	107.672
55.0706	100.059
55.4607	92.8492
55.8507	87.1277
56.2407	83.2903
56.6308	79.4895
57.0208	76.5184
57.4109	73.9695
57.8009	71.6059
58.191	70.6174
58.581	70.5261
58.9711	70.1856
59.3611	68.34
59.7512	67.2308
60.1412	67.0249
60.5313	66.766
60.9213	64.7965
61.3113	64.6871
61.7014	64.6927
62.0914	64.507
62.4815	63.8152
62.8715	63.9794
63.2616	64.3647
63.6516	64.8324
64.0417	65.3089
64.4317	65.6719
64.8218	65.6745
65.2118	65.5185
65.6019	67.132
65.9919	67.0749
66.382	67.1795
66.772	68.1932
67.162	68.2619
67.5521	68.5723
67.9421	68.8067
68.3322	68.7564
68.7222	69.4268
69.1123	69.9777
69.5023	70.8818
69.8924	72.6581
70.2824	73.5706
70.6725	74.7668
71.0625	75.7946
71.4526	75.8653
71.8426	77.0726
72.2326	78.0915
72.6227	79.0868
73.0127	80.6911
73.4028	81.5452
73.7928	83.0733
74.1829	85.1649
74.5729	86.75
74.963	88.2606
75.353	89.1908
75.7431	89.6217
76.1331	90.5682
76.5232	92.4038
76.9132	94.0197
77.3032	95.1572
77.6933	96.9552
78.0833	98.7282
78.4734	100.647
78.8634	102.727
79.2535	103.836
79.6435	105.151
80.0336	106.9
80.4236	109.245
80.8137	111.3
81.2037	112.811
81.5938	114.662
81.9838	117.757
82.3739	117.832
82.7639	119.176
83.1539	120.674
83.544	120.637
83.934	120.878
84.3241	121.946
84.7141	123.496
85.1042	124.854
85.4942	124.815
85.8843	125.781
86.2743	126.969
86.6644	125.621
87.0544	125.198
87.4445	126.715
87.8345	129.224
88.2245	128.667
88.6146	130.083
89.0046	130.466
89.3947	129.702
89.7847	131.055
90.1748	131.864
90.5648	131.797
90.9549	131.127
91.3449	132.732
91.735	133.277
92.125	133.013
92.5151	132.323
92.9051	134.74
93.2952	134.931
93.6852	135.036
94.0752	136.259
94.4653	136.683
94.8553	136.655
95.2454	136.757
95.6354	137.426
96.0255	136.682
96.4155	136.78
96.8056	137.293
97.1956	137.806
97.5857	137.44
97.9757	136.992
98.3658	136.65
98.7558	136.647
99.1459	136.955
99.5359	137.122
99.9259	136.57
100.316	134.342
100.706	133.913
101.096	133.598
101.486	132.756
101.876	130.307
102.266	129.162
102.656	127.889
103.046	126.38
103.436	124.808
103.826	123.227
104.216	121.934
104.606	120.605
104.997	118.023
105.387	115.29
105.777	114.12
106.167	113.773
106.557	109.721
106.947	107.22
107.337	104.557
107.727	101.405
108.117	98.5679
108.507	96.6192
108.897	94.8375
109.287	92.9451
109.677	90.7218
110.067	87.9762
110.457	86.1072
110.847	85.2928
111.237	81.8781
111.627	79.9627
112.017	78.3057
112.407	76.3559
112.797	74.7795
113.188	74.0394
113.578	72.4279
113.968	69.0959
114.358	67.1561
114.748	65.9574
115.138	65.0231
115.528	64.0211
115.918	62.6339
116.308	61.7018
116.698	60.4049
117.088	58.1084
117.478	56.997
117.868	55.5887
118.258	54.484
118.648	54.2547
119.038	52.3048
119.428	51.8239
119.818	51.5825
120.208	50.2593
120.598	48.5981
120.988	47.4415
121.378	47.0145
121.769	47.5959
122.159	46.4319
122.549	45.1726
122.939	44.3589
123.329	44.676
123.719	42.9973
124.109	42.1984
124.499	41.5083
124.889	39.4801
125.279	39.6652
125.669	39.8484
126.059	39.752
126.449	39.1497
126.839	38.7732
127.229	38.2918
127.619	37.8464
128.009	37.7665
128.399	36.8122
128.789	36.1722
129.179	35.9598
129.569	36.1835
129.96	35.4836
130.35	35.0047
130.74	34.7955
131.13	34.6608
131.52	33.9254
131.91	33.7717
132.3	34.0436
132.69	33.9962
133.08	33.1644
133.47	32.6682
133.86	32.4168
134.25	31.7546
134.64	32.2063
135.03	32.2221
135.42	31.9628
135.81	32.6009
136.2	32.5328
136.59	31.9512
136.98	31.3086
137.37	31.8425
137.76	31.6948
138.15	31.5662
138.541	31.4546
138.931	30.9558
139.321	30.7981
139.711	30.4951
140.101	30.0379
140.491	29.6947
140.881	29.5646
141.271	29.2033
141.661	28.7235
142.051	28.8308
142.441	28.3427
142.831	27.8076
143.221	27.4333
143.611	27.5363
144.001	27.4727
144.391	27.1668
144.781	26.7349
